"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","data15.y"
"11",1.05673523707203,"admin.","married","high.school","no","yes","no","telephone","may","thu",-0.661896173107241,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.653388482942645,0.719841142681495,0.885701323885292,0.719495703890067,0.338335572611433,"no"
"12",-0.000413248953628275,"entrepreneur","divorced","university.degree","no","yes","yes","telephone","jun","fri",-0.798397192510592,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,1.5311150994791,-0.275614702401627,0.776444446306063,0.849049685156894,"no"
"13",-0.577039695876717,"services","divorced","professional.course","no","yes","no","telephone","may","thu",-0.392794163426347,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.653388482942645,0.719841142681495,0.885701323885292,0.719495703890067,0.338335572611433,"no"
"14",1.53725727617461,"admin.","married","university.degree","no","yes","no","telephone","may","mon",0.410611836490523,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.653388482942645,0.719841142681495,0.885701323885292,0.717769984422915,0.338335572611433,"no"
"15",-0.673144103697232,"unemployed","married","basic.4y","no","no","no","cellular","may","mon",-0.209492794513275,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-1.17657632320843,-1.22187220530208,-1.36057149384977,-0.926748711564502,"no"
"16",0.76842201361049,"blue-collar","married","university.degree","no","no","no","telephone","jun","mon",-0.478594804194168,1.70208347486786,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,1.5311150994791,-0.275614702401627,0.722371903001986,0.849049685156894,"no"
"17",-1.34587495844084,"admin.","married","high.school","no","yes","yes","cellular","jun","tue",-0.455194629439308,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-1.89423300472704,-1.05600482219818,-0.0605561790151609,-1.35021717704686,-1.24198734168017,"no"
"18",0.191795566687401,"blue-collar","married","high.school","no","no","yes","cellular","apr","mon",-0.314793580910146,0.939569598482295,0.194346648108305,1.65455982981975,"failure",-1.19363709561788,-0.863090420581754,-1.4154248763499,-1.26795788244597,-0.926748711564502,"no"
"19",-0.0965176567741431,"management","married","basic.4y","no","yes","no","telephone","jun","thu",-0.907598008033274,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,1.5311150994791,-0.275614702401627,0.777594925950831,0.849049685156894,"no"
"20",0.287899974507916,"technician","divorced","high.school","no","yes","no","cellular","nov","thu",-0.64239602747819,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-0.110897963358262,-0.647784168777721,-0.318626407078921,0.268507683141164,0.404411792024325,"no"
"21",-1.7302925897229,"admin.","single","basic.9y","no","yes","yes","cellular","may","fri",-0.876397775026793,2.84585428944621,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-1.17657632320843,-1.22187220530208,-1.35712005491546,-0.926748711564502,"no"
"22",1.63336168399512,"admin.","married","university.degree","no","yes","no","cellular","nov","mon",-0.661896173107241,-0.204201216096055,0.194346648108305,-0.350238219156078,"nonexistent",-0.110897963358262,-0.647784168777721,-0.318626407078921,0.334660262715302,0.404411792024325,"no"
"23",0.864526421431005,"housemaid","single","university.degree","no","no","yes","cellular","dec","mon",0.293610962716221,0.177055722096728,0.194346648108305,-0.350238219156078,"nonexistent",-1.95792354191879,-1.48661732580625,1.61690030339928,-1.66372288024603,-1.96744916731751,"no"
"24",1.34504846053358,"entrepreneur","married","basic.4y","no","yes","no","cellular","nov","tue",-0.423994396432828,-0.204201216096055,0.194346648108305,1.65455982981975,"failure",-0.110897963358262,-0.647784168777721,-0.318626407078921,0.312801149464717,0.404411792024325,"no"
"25",-1.15366614279981,"admin.","single","university.degree","no","no","no","telephone","jun","fri",-0.470794745942548,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-1.12994655842614,0.824910593561875,0.154502344371306,-1.66257240060126,-2.40658070883233,"no"
"26",0.480108790148946,"admin.","married","university.degree","no","yes","no","cellular","sep","fri",-0.759396901252492,-0.585458154288838,0.194346648108305,3.65935787879559,"failure",-2.21268569068575,-2.06191563062661,2.30508757823597,-1.64991712450882,-2.05004444158362,"no"
"27",-0.192622064594658,"unemployed","single","high.school","no","yes","no","telephone","may","tue",1.31931862280426,0.177055722096728,0.194346648108305,-0.350238219156078,"nonexistent",0.653388482942645,0.719841142681495,0.885701323885292,0.717769984422915,0.338335572611433,"no"
"28",0.0956911588668866,"blue-collar","single","high.school","no","yes","no","telephone","may","wed",-0.521495124578079,-0.204201216096055,0.194346648108305,-0.350238219156078,"nonexistent",0.653388482942645,0.719841142681495,0.885701323885292,0.717769984422915,0.338335572611433,"no"
"29",-0.673144103697232,"blue-collar","single","basic.4y","no","no","no","cellular","nov","fri",-0.774997017755732,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-0.110897963358262,-0.647784168777721,-0.318626407078921,0.236869492910055,0.404411792024325,"no"
"30",-0.384830880235688,"technician","single","university.degree","no","no","no","telephone","may","wed",-0.673596260484671,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.653388482942645,0.719841142681495,0.885701323885292,0.718345224245299,0.338335572611433,"no"
"31",-1.82639699754341,"student","single","high.school","no","yes","no","cellular","aug","tue",0.262410729709741,-0.204201216096055,0.194346648108305,1.65455982981975,"failure",-1.12994655842614,0.776681993157762,0.477090129451006,-1.55902923257218,-2.40658070883233,"no"
"32",-1.05756173497929,"admin.","single","basic.9y","no","yes","no","cellular","may","thu",2.82472986536694,0.558312660289512,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-1.17657632320843,-1.22187220530208,-1.31282658859191,-0.926748711564502,"yes"
"33",-0.192622064594658,"technician","divorced","professional.course","no","no","no","telephone","jun","thu",-0.0261914256002027,-0.204201216096055,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,1.5311150994791,-0.275614702401627,0.777594925950831,0.849049685156894,"no"
"34",1.34504846053358,"management","married","university.degree","no","yes","no","cellular","jul","mon",-0.135392241122884,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.777019686128447,0.849049685156894,"no"
"35",-1.05756173497929,"admin.","single","high.school","no","no","yes","telephone","jul","fri",-0.927098153662324,2.46459735125343,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.775293966661295,0.849049685156894,"no"
"36",0.0956911588668866,"admin.","single","high.school","no","no","no","cellular","nov","mon",-0.498094949823219,-0.204201216096055,0.194346648108305,1.65455982981975,"failure",-2.21268569068575,-1.5968541267299,2.24057002122003,-1.66084668113411,-2.05004444158362,"no"
"37",-0.769248511517747,"technician","single","university.degree","no","no","no","telephone","may","wed",-0.919298095410704,5.13339591860291,0.194346648108305,-0.350238219156078,"nonexistent",0.653388482942645,0.719841142681495,0.885701323885292,0.717769984422915,0.338335572611433,"no"
"38",-0.0965176567741431,"admin.","married","university.degree","no","yes","no","cellular","may","fri",-0.833497454642883,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-1.17657632320843,-1.22187220530208,-1.35712005491546,-0.926748711564502,"no"
"39",-0.480935288056202,"admin.","married","university.degree","no","yes","yes","cellular","may","thu",-0.365493959545677,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-1.17657632320843,-1.22187220530208,-1.31282658859191,-0.926748711564502,"no"
"40",-0.769248511517747,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",-0.509795037200649,0.177055722096728,0.194346648108305,-0.350238219156078,"nonexistent",0.653388482942645,0.719841142681495,0.885701323885292,0.719495703890067,0.338335572611433,"no"
"41",-0.865352919338262,"blue-collar","married","basic.6y","no","yes","no","cellular","jul","tue",0.500312506384154,0.558312660289512,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.777594925950831,0.849049685156894,"no"
"42",-0.0965176567741431,"blue-collar","married","university.degree","no","yes","no","cellular","apr","thu",0.18831017631935,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-0.863090420581754,-1.4154248763499,-1.26508168333406,-0.926748711564502,"no"
"43",3.93986747168748,"retired","married","professional.course","no","no","no","cellular","apr","thu",-0.482494833319978,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-0.863090420581754,-1.4154248763499,-1.29096747534133,-0.926748711564502,"no"
"44",-0.0965176567741431,"services","married","professional.course","no","no","no","cellular","nov","thu",-0.381094076048917,1.70208347486786,0.194346648108305,-0.350238219156078,"nonexistent",-0.110897963358262,-0.647784168777721,-0.318626407078921,0.268507683141164,0.404411792024325,"no"
"45",0.96063082925152,"admin.","divorced","high.school","no","no","no","cellular","aug","wed",-0.759396901252492,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,-0.227506365256248,0.950218880901231,0.781046364885133,0.849049685156894,"no"
"46",0.0956911588668866,"admin.","married","university.degree","no","no","no","telephone","jun","wed",-0.505895008074839,0.558312660289512,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,1.5311150994791,-0.275614702401627,0.721796663179602,0.849049685156894,"no"
"47",1.44115286835409,"housemaid","married","basic.4y","no","no","no","cellular","jul","thu",-0.287493377029476,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.778745405595598,0.849049685156894,"no"
"48",0.76842201361049,"services","married","basic.4y","no","yes","no","cellular","aug","tue",-0.0729917751099232,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,-0.227506365256248,0.950218880901231,0.779895885240366,0.849049685156894,"no"
"49",-0.865352919338262,"blue-collar","married","basic.4y","no","no","yes","cellular","may","thu",-0.213392823639085,-0.204201216096055,0.194346648108305,1.65455982981975,"failure",-1.19363709561788,-1.17657632320843,-1.22187220530208,-1.34791621775732,-0.926748711564502,"no"
"50",0.96063082925152,"self-employed","married","professional.course","no","no","no","cellular","jul","thu",-0.724296639120201,1.70208347486786,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.781621604707517,0.849049685156894,"no"
"51",0.576213197969461,"management","married","university.degree","no","yes","no","cellular","apr","thu",0.410611836490523,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-0.863090420581754,-1.4154248763499,-1.29096747534133,-0.926748711564502,"no"
"52",3.84376306386697,"retired","divorced","basic.4y","no","no","no","cellular","oct","tue",-0.63459596922657,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-2.21268569068575,-1.97234822987614,2.92875729605672,-1.64819140504167,-2.05004444158362,"no"
"53",-0.577039695876717,"admin.","single","university.degree","no","yes","yes","cellular","aug","fri",-0.728196668246011,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,-0.227506365256248,0.950218880901231,0.779320645417982,0.849049685156894,"no"
"54",-0.673144103697232,"technician","married","professional.course","no","no","no","cellular","jun","tue",-0.271893260526236,-0.204201216096055,0.194346648108305,-0.350238219156078,"nonexistent",-1.89423300472704,-1.05600482219818,-0.0605561790151609,-1.35021717704686,-1.24198734168017,"no"
"55",0.287899974507916,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","thu",1.84582255478862,-0.204201216096055,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.778170165773214,0.849049685156894,"no"
"56",-0.577039695876717,"entrepreneur","married","basic.9y","no","yes","no","cellular","aug","wed",-0.400594221677967,2.84585428944621,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,-0.227506365256248,0.950218880901231,0.779320645417982,0.849049685156894,"no"
"57",-0.961457327158777,"student","single","professional.course","no","yes","no","cellular","sep","mon",5.2934483020047,0.558312660289512,-5.07526891081427,1.65455982981975,"success",-0.747803335275684,1.07294339564011,0.649136948160178,-1.57053402901986,-2.79202532207419,"no"
"58",-0.288726472415173,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",-0.794497163384782,7.42093754775961,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.778745405595598,0.849049685156894,"no"
"59",-1.34587495844084,"admin.","single","university.degree","no","no","no","telephone","may","thu",-0.162692445003554,-0.204201216096055,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-1.17657632320843,-1.22187220530208,-1.34791621775732,-0.926748711564502,"no"
"60",-0.673144103697232,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",2.96513091389611,3.22711122763899,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.775293966661295,0.849049685156894,"yes"
"61",-1.53808377408187,"admin.","single","high.school","no","yes","no","cellular","jul","thu",0.00110877828046769,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.775869206483679,0.849049685156894,"no"
"62",-0.865352919338262,"admin.","single","high.school","no","yes","yes","telephone","may","mon",1.58062057423354,-0.585458154288838,-5.16668060928537,1.65455982981975,"success",-1.19363709561788,0.516592040978496,0.111490639694012,-1.67292671740417,-2.17118417717392,"no"
"63",-1.05756173497929,"blue-collar","married","basic.6y","no","no","no","telephone","jun","mon",-0.739896755623442,0.177055722096728,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,1.5311150994791,-0.275614702401627,0.769541568437457,0.849049685156894,"no"
"64",0.0956911588668866,"technician","single","high.school","no","yes","no","cellular","may","mon",0.0167088947837079,0.177055722096728,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-1.17657632320843,-1.22187220530208,-1.36057149384977,-0.926748711564502,"no"
"65",-0.480935288056202,"admin.","divorced","university.degree","no","yes","no","cellular","aug","wed",-0.58779561971685,0.558312660289512,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,-0.227506365256248,0.950218880901231,0.779320645417982,0.849049685156894,"no"
"66",1.63336168399512,"management","single","basic.9y","no","yes","no","telephone","may","tue",0.024508953035328,-0.204201216096055,0.194346648108305,-0.350238219156078,"nonexistent",0.653388482942645,0.719841142681495,0.885701323885292,0.717769984422915,0.338335572611433,"no"
"67",1.15283964489255,"blue-collar","married","basic.6y","no","yes","no","telephone","may","wed",-0.470794745942548,0.177055722096728,0.194346648108305,-0.350238219156078,"nonexistent",0.653388482942645,0.719841142681495,0.885701323885292,0.718920464067683,0.338335572611433,"no"
"68",0.287899974507916,"blue-collar","married","basic.6y","no","no","yes","cellular","apr","fri",-0.423994396432828,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-0.863090420581754,-1.4154248763499,-1.26795788244597,-0.926748711564502,"no"
"69",0.191795566687401,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","fri",1.00341626361365,0.939569598482295,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,1.5311150994791,-0.275614702401627,0.781046364885133,0.849049685156894,"no"
"70",0.191795566687401,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",-0.915398066284894,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.653388482942645,0.719841142681495,0.885701323885292,0.717769984422915,0.338335572611433,"no"
"71",0.0956911588668866,"blue-collar","married","basic.6y","no","yes","yes","telephone","nov","tue",-0.474694775068358,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-0.110897963358262,-0.647784168777721,-0.318626407078921,0.312801149464717,0.404411792024325,"no"
"72",-0.192622064594658,"entrepreneur","married","basic.4y","no","yes","no","cellular","apr","thu",1.68592136063041,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-0.863090420581754,-1.4154248763499,-1.26508168333406,-0.926748711564502,"no"
"73",0.480108790148946,"entrepreneur","married","basic.4y","no","yes","no","cellular","apr","thu",1.40121923444628,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-0.863090420581754,-1.4154248763499,-1.26508168333406,-0.926748711564502,"no"
"74",-0.000413248953628275,"admin.","single","university.degree","no","no","no","telephone","may","wed",-0.057391658606683,0.177055722096728,0.194346648108305,-0.350238219156078,"nonexistent",0.653388482942645,0.719841142681495,0.885701323885292,0.717769984422915,0.338335572611433,"no"
"75",1.82557049963615,"retired","married","basic.6y","no","yes","no","cellular","jul","tue",-0.244593056645565,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.777594925950831,0.849049685156894,"no"
"76",-0.961457327158777,"technician","single","university.degree","no","yes","no","cellular","jul","wed",-0.728196668246011,4.75213898041013,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.778745405595598,0.849049685156894,"no"
"77",-0.865352919338262,"management","single","university.degree","no","yes","no","cellular","aug","mon",-0.728196668246011,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,-0.227506365256248,0.950218880901231,0.779895885240366,0.849049685156894,"no"
"78",0.384004382328431,"admin.","single","university.degree","no","no","no","cellular","apr","fri",2.16952497223086,-0.204201216096055,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-0.863090420581754,-1.4154248763499,-1.26795788244597,-0.926748711564502,"no"
"79",0.480108790148946,"blue-collar","divorced","basic.6y","no","yes","no","cellular","may","thu",-0.154892386751934,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-1.17657632320843,-1.22187220530208,-1.31282658859191,-0.926748711564502,"no"
"80",-0.000413248953628275,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","mon",-0.408394279929587,-0.204201216096055,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,1.5311150994791,-0.275614702401627,0.722371903001986,0.849049685156894,"no"
"81",-0.769248511517747,"technician","married","professional.course","no","yes","no","cellular","aug","thu",-0.58389559059104,1.32082653667508,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,-0.227506365256248,0.950218880901231,0.778170165773214,0.849049685156894,"no"
"82",-1.05756173497929,"unemployed","married","university.degree","no","yes","no","cellular","jul","thu",-0.60339573622009,-0.204201216096055,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.775869206483679,0.849049685156894,"no"
"83",0.384004382328431,"admin.","married","high.school","no","no","no","cellular","jul","tue",-0.412294309055398,0.177055722096728,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.777594925950831,0.849049685156894,"no"
"84",1.15283964489255,"management","married","university.degree","no","yes","no","cellular","aug","tue",0.703114020926277,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,-0.227506365256248,0.950218880901231,0.78047112506275,0.849049685156894,"no"
"85",-0.769248511517747,"management","single","university.degree","no","yes","no","cellular","mar","mon",-0.556595386710369,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-1.26269882393004,-2.03909459417065,-1.0965364153756,-0.926748711564502,"yes"
"86",-1.05756173497929,"technician","single","university.degree","no","yes","yes","cellular","jul","wed",-0.361593930419867,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.778745405595598,0.849049685156894,"no"
"87",-1.63418818190238,"blue-collar","single","high.school","no","no","no","cellular","may","mon",0.473012302503484,-0.204201216096055,0.194346648108305,1.65455982981975,"failure",-1.19363709561788,-1.17657632320843,-1.22187220530208,-1.36057149384977,-0.926748711564502,"no"
"88",-0.192622064594658,"admin.","divorced","high.school","no","yes","no","telephone","may","mon",-0.724296639120201,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.653388482942645,0.719841142681495,0.885701323885292,0.717769984422915,0.338335572611433,"no"
"89",0.576213197969461,"technician","married","professional.course","no","no","no","cellular","aug","thu",0.480812360755104,-0.585458154288838,0.194346648108305,1.65455982981975,"failure",-1.12994655842614,0.776681993157762,0.477090129451006,-1.55615303346026,-2.40658070883233,"no"
"90",-1.44197936626135,"blue-collar","single","basic.6y","no","no","yes","cellular","jul","fri",3.38633405948359,0.177055722096728,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.775293966661295,0.849049685156894,"yes"
"91",0.287899974507916,"entrepreneur","divorced","high.school","no","yes","no","telephone","may","mon",-0.0339914838518227,0.177055722096728,0.194346648108305,-0.350238219156078,"nonexistent",0.653388482942645,0.719841142681495,0.885701323885292,0.717769984422915,0.338335572611433,"no"
"92",-0.961457327158777,"services","married","professional.course","no","no","no","telephone","may","wed",-0.00669127997115241,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.653388482942645,0.719841142681495,0.885701323885292,0.717194744600531,0.338335572611433,"no"
"93",-1.05756173497929,"admin.","single","university.degree","no","no","no","cellular","apr","thu",-0.732096697371822,-0.204201216096055,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-0.863090420581754,-1.4154248763499,-1.26508168333406,-0.926748711564502,"no"
"94",1.15283964489255,"blue-collar","married","high.school","no","no","no","cellular","aug","fri",-0.381094076048917,0.558312660289512,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,-0.227506365256248,0.950218880901231,0.78047112506275,0.849049685156894,"no"
"95",1.05673523707203,"blue-collar","married","basic.4y","no","no","no","cellular","may","wed",-0.60339573622009,0.558312660289512,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-1.17657632320843,-1.22187220530208,-1.33928762042157,-0.926748711564502,"no"
"96",0.76842201361049,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","mon",-0.813997309013833,-0.585458154288838,0.194346648108305,1.65455982981975,"failure",-0.110897963358262,-0.647784168777721,-0.318626407078921,0.334660262715302,0.404411792024325,"no"
"97",-1.05756173497929,"technician","single","university.degree","no","no","no","cellular","apr","mon",0.609513321906835,-0.204201216096055,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-0.863090420581754,-1.4154248763499,-1.26795788244597,-0.926748711564502,"no"
"98",-0.769248511517747,"admin.","single","university.degree","no","yes","no","telephone","sep","tue",-0.985598590549475,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-0.747803335275684,1.07294339564011,0.649136948160178,-1.56995878919747,-2.79202532207419,"no"
"99",-1.15366614279981,"technician","divorced","professional.course","no","yes","no","cellular","may","tue",0.574413059774545,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-1.17657632320843,-1.22187220530208,-1.33353522219773,-0.926748711564502,"no"
"100",0.0956911588668866,"blue-collar","married","basic.4y","no","no","no","telephone","may","thu",-0.806197250762212,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.653388482942645,0.719841142681495,0.885701323885292,0.719495703890067,0.338335572611433,"no"
"101",-0.577039695876717,"admin.","married","basic.9y","no","yes","no","cellular","apr","mon",0.227310467577451,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-0.863090420581754,-1.4154248763499,-1.26795788244597,-0.926748711564502,"no"
"102",0.480108790148946,"blue-collar","married","basic.4y","no","no","no","cellular","jul","tue",2.07592427321141,0.939569598482295,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.777594925950831,0.849049685156894,"yes"
"103",-0.577039695876717,"blue-collar","married","basic.6y","no","yes","yes","cellular","may","wed",-0.451294600313498,-0.204201216096055,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-1.17657632320843,-1.22187220530208,-1.33928762042157,-0.926748711564502,"no"
"104",0.672317605789976,"admin.","married","high.school","no","no","yes","telephone","jun","fri",0.484712389880914,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,1.5311150994791,-0.275614702401627,0.781046364885133,0.849049685156894,"no"
"105",-0.865352919338262,"blue-collar","married","basic.6y","no","yes","no","cellular","may","wed",0.122009681180579,-0.204201216096055,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-1.17657632320843,-1.22187220530208,-1.30879990983522,-0.926748711564502,"no"
"106",-0.288726472415173,"housemaid","single","professional.course","no","no","yes","cellular","jul","thu",-0.813997309013833,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",0.844460094517872,0.588934941584654,-0.469167373449449,0.781621604707517,0.849049685156894,"no"
"107",1.72946609181564,"blue-collar","married","high.school","no","no","no","cellular","may","mon",-0.322593639161766,-0.585458154288838,0.194346648108305,-0.350238219156078,"nonexistent",-1.19363709561788,-1.17657632320843,-1.22187220530208,-1.36057149384977,-0.926748711564502,"no"
